official_id,official_name,city_group,address,phone,hours,official_url,gmb_name,gmb_url,gmb_status,has_takeout_order,has_delivery_order,takeout_providers,delivery_providers,other_providers,verification_note,verified_at
2961,七堵百福店,基隆門市,基隆市七堵區百三街32號,02-24516011,10:00~21:30(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=2961,,"https://www.google.com/maps/place/%E8%8C%B6%E8%81%9ACHAGE%E4%B8%83%E5%A0%B5%E7%99%BE%E7%A6%8F%E5%BA%97%EF%BD%9C%E9%A6%99%E7%89%87%E9%A0%98%E5%B0%8E%E5%93%81%E7%89%8C%EF%BC%BF%E5%9F%BA%E9%9A%86%E4%B8%83%E5%A0%B5%E6%89%8B%E6%90%96%E9%A3%B2%E6%96%99%E5%BA%97%E5%A4%96%E5%B8%B6%E5%A4%96%E9%80%81%E5%8A%A0%E7%9B%9F%E6%8E%A8%E8%96%A6+%E7%84%A1%E7%B3%96%E8%8C%B6+%E5%9F%BA%E9%9A%86%E5%9C%A8%E5%9C%B0%E7%BE%8E%E9%A3%9F%E9%A3%B2%E6%96%99%E6%8E%A8%E8%96%A6/@25.0817469,121.6950638,17z/data=!3m1!4b1!4m6!3m5!1s0x345d53c8495c4af1:0x83d0fb3571080490!8m2!3d25.0817469!4d121.6950638!16s%2Fg%2F11rf9y1fm2?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",已自動查核,False,False,,,,以 Chrome 自動化查核 Google 搜尋與 Maps；未見「點餐外帶」或「點餐外送」按鈕。,2026-05-28
2307,基隆孝三店,基隆門市,基隆市仁愛區孝三路96號1樓,02-24284241｜0976660946,11:00~20:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=2307,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E5%9F%BA%E9%9A%86%E5%AD%9D%E4%B8%89%E5%BA%97+%E5%9F%BA%E9%9A%86%E5%B8%82%E4%BB%81%E6%84%9B%E5%8D%80%E5%AD%9D%E4%B8%89%E8%B7%AF96%E8%99%9F1%E6%A8%93#sv=CAESzQEKuQEStgEKd0FNbjMteVE1OFZaemdZZHh2UW1veUx0d2lMckJpaWJOcWVDVlQ5aXBEaGh0NHAxN3RiR3FlVDZzZVZYbzE4ZVN2bkNlZmZsMUFlZjJYWmRieThoQUJ3dG1EM1dfWTNRM1kzbUpDSXBjalZ6ajQ4VzQzY3Ezbi1jEhcyYUVYYXVLdUdyX2oxZThQN2IzbmlRMBoiQUpLTEZtS2FxeFNsVnR6MWRyV0pSSjQ3bXJfVjRLOHFLdxIEODEyNBoBMyoAMAA4AUAAGCog2YuPrgdKAhAB,已自動查核,True,True,foodpanda,foodpanda,,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
8939,冬山南興店,宜蘭門市,269 宜蘭縣冬山鄉冬山路一段986巷12號,03-9591513,10:00-20:00,https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=8939,,"https://www.google.com/maps/place/%E8%8C%B6%E8%81%9ACHAGE%E5%86%AC%E5%B1%B1%E5%8D%97%E8%88%88+%E9%A6%99%E7%89%87%E9%A0%98%E5%B0%8E%E5%93%81/@24.6337477,121.7917231,17z/data=!3m1!4b1!4m6!3m5!1s0x3467e74384f2bbff:0x157a1cf4196c2d20!8m2!3d24.6337477!4d121.7917231!16s%2Fg%2F11z74wng47?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",已自動查核,False,False,,,,以 Chrome 自動化查核 Google 搜尋與 Maps；未見「點餐外帶」或「點餐外送」按鈕。,2026-05-28
3444,羅東中華店,宜蘭門市,265宜蘭縣羅東鎮中華路116號,03-9558867,10:00-20:00(週一~三、週五~日) 9:00~20:00(週四),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=3444,,https://www.google.com/maps/search/?api=1&hl=zh-TW&gl=tw&query=%E8%8C%B6%E8%81%9ACHAGE%E7%BE%85%E6%9D%B1%E4%B8%AD%E8%8F%AF%E5%BA%97%20265%E5%AE%9C%E8%98%AD%E7%B8%A3%E7%BE%85%E6%9D%B1%E9%8E%AE%E4%B8%AD%E8%8F%AF%E8%B7%AF116%E8%99%9F,已自動查核,False,False,,,,以 Chrome 自動化查核 Google 搜尋與 Maps；未見「點餐外帶」或「點餐外送」按鈕。,2026-05-28
94,羅東民權店,宜蘭門市,宜蘭縣羅東鎮民權路21號,03-9566979,09:30~20:00（週一~四）09:00~21:30（週五~日）,https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=94,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E7%BE%85%E6%9D%B1%E6%B0%91%E6%AC%8A%E5%BA%97%20%E5%AE%9C%E8%98%AD%E7%B8%A3%E7%BE%85%E6%9D%B1%E9%8E%AE%E6%B0%91%E6%AC%8A%E8%B7%AF21%E8%99%9F#sv=CAESzAEKuAEStQEKd0FNbjMteVJEOFNnWU1IaVRkck53N3U5SlA3Q3M0TXZ1bmk4TXZLM0F3ZWpVSnNvM3Y4UTBmdjBUaDBFRzdTMVZzWXl1UXRhaVBmQndMdGE4cXpMM2l5aW5zSlAtMVV1bVVsYVFsZHJSVG5wQkpLXy0yM2ZDbkUwEhZOYUlYYXBIbkdvVHIxZThQbTgyUklRGiJBSktMRm1KV1JKakYwVWIxcTJfWjVWN2tDRGVPRkc1YWh3EgQ4MTI0GgEzKgAwADgBQAAYKiDm2JPBBkoCEAE,已自動查核,True,True,lin.ee,foodpanda、lin.ee,lin.ee,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
168,彰化永安店,彰化門市,彰化市永安街194號,04-725-2983,12:00~21:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=168,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E5%BD%B0%E5%8C%96%E6%B0%B8%E5%AE%89%E5%BA%97%20%E5%BD%B0%E5%8C%96%E5%B8%82%E6%B0%B8%E5%AE%89%E8%A1%97194%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVEzZTB1UEN6WXRIUGpFQzJYY0FOMTZKRl9IYmpQTmcteEdYNTBNbnk0LW8td2Y5U2s1dExtZXBFS1dTbThmWFRqQ1hHN1V1V2w2OEdjZ1hVaFNpZ3pMa1BEdU5OWFhndzFySGIwVkZuUlVqQ09aUlBFEhdUcUlYYXJpR0U3ZTd2cjBQb0lERHNRNBoiQUpLTEZtTEJXY2FwMXJyR1JXUHpFSFY3aExUd21tcUV5URIEODEyNBoBMyoAMAA4AUAAGCog34KhtwtKAhAB,已自動查核,True,True,foodpanda,foodpanda,,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
1554,中和福美店,新北門市,新北市中和區福美路310號,02-22429658,10:00~22:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=1554,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E4%B8%AD%E5%92%8C%E7%A6%8F%E7%BE%8E%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%92%8C%E5%8D%80%E7%A6%8F%E7%BE%8E%E8%B7%AF310%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVFaanhMX0JuVndUVlRpOFBndUhUQmxYQnlmMjJSNzBfZG5IY0dJT2kxUXE1UEZrbGZTM2ppdEt3Ukhoa0J1eVUyekpmX3FYUnVoZDBHdUtXWDBUOU93UDRmRi1BZTFqbUJ2cURIOGhmVVgyZl9vYkNNEhdZNm9YYXIzcUhhbm8xZThQbXJfZ2dBWRoiQUpLTEZtSzVrUHpCQWMwV2FkU2FRUGhxR19UTVp0a3hFZxIEODEyNBoBMyoAMAA4AUAAGCogyqTrqQ9KAhAB,已自動查核,True,True,foodpanda、Uber Eats、lin.ee,foodpanda、Uber Eats、lin.ee,lin.ee,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
1702,新莊八德店,新北門市,新北市新莊區八德街150號,02-22029177,每週一店休,https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=1702,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E6%96%B0%E8%8E%8A%E5%85%AB%E5%BE%B7%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%96%B0%E8%8E%8A%E5%8D%80%E5%85%AB%E5%BE%B7%E8%A1%97150%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVRHV1dxcXFIejNBLUxRWTJiWmI3OUNPdUg4VE5hODk1Y0YtbVY3aFVkbG1Gd0ZQR3MwZ3U1MV9PNWtRUmxabFdmd0NLQVZSYi1qS2k2cTRWbHI5cjh4dWRRcnJPb0x2T185bndHS1M1U1pyQ3ZqM1I4EhdnYW9YYXNPLURzX1cxZThQb0pXUXlBNBoiQUpLTEZtSVRQX0V4UVlITmpLWXRZV3djcHB1bEh5ZjJYURIEODEyNBoBMyoAMAA4AUAAGCogiOnOnA9KAhAB,已自動查核,True,True,foodpanda、lin.ee,foodpanda、lin.ee,lin.ee,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
1750,板橋大仁店,新北門市,新北市板橋區大仁街25號,02-89682883,10:00~22:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=1750,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E6%9D%BF%E6%A9%8B%E5%A4%A7%E4%BB%81%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E5%A4%A7%E4%BB%81%E8%A1%9725%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVJwNTRWOTEtUUU1QS01TTRyeVB0aTNDVlc2UnBCUGNRRWNVQ1BnX3hlc2VaVDZWU3lHMzV6X29BMkdOUlFPR0hHRnZ1ekxHSW1EVVVqalZ1QlByNThlWUVUM0JyQmNxR2ZtX3BmbVFTQy01LS1sbnhnEhdsYW9YYW9ES0V1aXAxZThQaWQzYzBRNBoiQUpLTEZtSkVhcnY3U3NyZ01aSTYzTkMyVmNVUTZPSHVIZxIEODEyNBoBMyoAMAA4AUAAGCogpOeNxg9KAhAB,已自動查核,True,True,lin.ee,Uber Eats、lin.ee,lin.ee,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
8716,板橋莒光店,新北門市,新北市板橋區莒光路196巷1號,02-22550667,10:00~22:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=8716,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E6%9D%BF%E6%A9%8B%E8%8E%92%E5%85%89%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E8%8E%92%E5%85%89%E8%B7%AF196%E5%B7%B71%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVRGeVo5dFFBYVJMaEdkVHo1Ykx6VWdLNnRBVWdkOVNSaHFGRzE1M05IMnhtN2s1bEVweEw1V3JuMDhod0wyRGFFUGlUWW52T0RJalU4Zkg2NUc5LXRUUG0waWZlM1RRRG5oNU03RXljV1dRQkVfVXpJEhdRS3dYYXNURUllU252cjBQNjl6WDhBWRoiQUpLTEZtTFkySnhjVllxaFAwRWdtbTNpUzNxWWtWSnVJURIEODEyNBoBMyoAMAA4AUAAGCogjoOd2AdKAhAB,已自動查核,True,True,foodpanda,foodpanda、Uber Eats,,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
3133,林口中山店,新北門市,新北市林口區中山路518號,02-26026725,10:00-21:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=3133,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E6%9E%97%E5%8F%A3%E4%B8%AD%E5%B1%B1%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%9E%97%E5%8F%A3%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF518%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVRjeGdVdWJZNnktSnFSVGZpV3A2SjJQQ3NJa19ZRHE1TG5NUXh4M3VaU3VxZEROTEw0bTExT0NBSGJKQTRyTkhiQTJuUklvQ1dJQktHTzdvcGVLSTR0YTVlMGNTdUNIR1BGbVc5RUd2Vmh3S2tyenZjEhcxNm9YYXByVkpfbUh2cjBQMW91anFRaxoiQUpLTEZtSTFIMkRfV0VpYU9LNnVUNl9VYWg5MlhoeWVFZxIEODEyNBoBMyoAMAA4AUAAGCog_aKL5glKAhAB,已自動查核,True,True,foodpanda、Uber Eats,foodpanda、Uber Eats,,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
8926,林口竹林店,新北門市,新北市林口區竹林路1-10號,02-26026966,10:00-20:00,https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=8926,,https://www.google.com/maps/search/?api=1&hl=zh-TW&gl=tw&query=%E8%8C%B6%E8%81%9ACHAGE%E6%9E%97%E5%8F%A3%E7%AB%B9%E6%9E%97%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%9E%97%E5%8F%A3%E5%8D%80%E7%AB%B9%E6%9E%97%E8%B7%AF1-10%E8%99%9F,已自動查核,False,False,,,,以 Chrome 自動化查核 Google 搜尋與 Maps；未見「點餐外帶」或「點餐外送」按鈕。,2026-05-28
2606,永和竹林店,新北門市,新北市永和區竹林路41號,02-89254038,10:00~22:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=2606,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E6%B0%B8%E5%92%8C%E7%AB%B9%E6%9E%97%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%B0%B8%E5%92%8C%E5%8D%80%E7%AB%B9%E6%9E%97%E8%B7%AF41%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVRvS2s0c3hQZk9GSXdMd0FwdnVpRHJFeEYwMTVRZUNIT2NyM2tPZzF6WEI3ZEMxVGNWTUkxWlZjbWhrVHBEdVkzOGY5Ml94dzVfZ3JIdGJRdlQ0QzUyM08wVGxCMi1SQWxMbXZQb2RzYUZRZ1p0VmVrEhdiNndYYW9lRktjU2x2cjBQa3FQYm9BSRoiQUpLTEZtTFNoREd2cFp2OVZUbmtBdUlMNzZwdXgxTXNCQRIEODEyNBoBMyoAMAA4AUAAGCogn4vZogdKAhAB,已自動查核,True,True,foodpanda、Uber Eats,foodpanda、Uber Eats,,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
1650,汐止新昌店,新北門市,新北市汐止區新昌路78號,02-86918198,11:00~22:00(週一~日),https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=1650,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E6%B1%90%E6%AD%A2%E6%96%B0%E6%98%8C%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%B1%90%E6%AD%A2%E5%8D%80%E6%96%B0%E6%98%8C%E8%B7%AF78%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVFLeUJWbVRvZmJEVEtJREtzNzNob2FsSndKSnRuWUVHT1lVekU5YjJPQ1U2RXBQNDc5SHZlclNhQjVRSkdHcl8yMlpYVGN2eDJmUF94OHpmR0JFX1VHblJmNGZtd2ZMaGNOamdSUU80Vk5tYmdZQ1hREhdPYXNYYXJEckRPQ2t2cjBQaHE3azRBaxoiQUpLTEZtSTdTTENHZ0VxSlQ0Qmd1anNQUnctU3hDbEFfZxIEODEyNBoBMyoAMAA4AUAAGCogytiaoQ9KAhAB,已自動查核,True,True,foodpanda,foodpanda,,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
726,汐止福德店,新北門市,新北市汐止區福德一路165號,02-26933758,週日~週四:10:30-21:00,https://www.chage.com.tw/edcontent_d.php?lang=tw&tb=3&id=726,,https://www.google.com/search?hl=zh-TW&gl=tw&q=%E8%8C%B6%E8%81%9ACHAGE%E6%B1%90%E6%AD%A2%E7%A6%8F%E5%BE%B7%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%B1%90%E6%AD%A2%E5%8D%80%E7%A6%8F%E5%BE%B7%E4%B8%80%E8%B7%AF165%E8%99%9F#sv=CAESzQEKuQEStgEKd0FNbjMteVRHWW9oNWRLbE1ybjgyLUVYUjhpTW80emk2TEw2cEU1TWZfbkliTVdOSDNVdVJsa3A0bHFjT1RrdXI4eTFYR3JMZnh5aUs5eFdOeEd5TVc0UjZ5emZybk1IZGl5Q3pWdlhta3BFMkdfMVFNYWNLbUlBEhdWcXNYYXZhSUVjQ0p2cjBQaDlDTy1RcxoiQUpLTEZtSnlVSWJpSjh3U24yLVRUaXZfdWVsV0M0czJFURIEODEyNBoBMyoAMAA4AUAAGCogrMPjtwJKAhAB,已自動查核,True,True,lin.ee,Uber Eats、lin.ee,lin.ee,以 Chrome 自動化開啟 Google Maps 商家檔案並讀取點餐彈窗。,2026-05-28
